col,Class,Clip,Label
3269,Clock alarm,4-209536-A.ogg,11
3270,Engine,2-107228-B.ogg,23
3271,Door - wood creaks,1-51805-C.ogg,20
3272,Clock tick,2-88724-A.ogg,12
3273,Siren,1-31482-B.ogg,41
3274,Brushing teeth,5-218196-B.ogg,3
3275,Footsteps,5-244310-A.ogg,25
3276,Clock alarm,1-67033-A.ogg,11
3277,Church bells,2-56926-A.ogg,9
3278,Door knock,1-26188-A.ogg,21
3279,Door - wood creaks,4-160036-B.ogg,20
3280,Pouring water,3-108451-B.ogg,36
3281,Siren,2-70938-A.ogg,41
3282,Snoring,2-114609-A.ogg,43
3283,Frog,4-99644-C.ogg,26
3284,Crow,2-108766-A.ogg,17
3285,Sheep,4-196671-A.ogg,40
3286,Rain,2-117625-A.ogg,37
3287,Pouring water,4-172377-A.ogg,36
3288,Can opening,2-144031-A.ogg,4
3289,Crow,4-173865-B.ogg,17
3290,Cow,5-253085-A.ogg,14
3291,Sheep,2-182508-B.ogg,40
3292,Siren,4-90014-B.ogg,41
3293,Pouring water,2-126433-A.ogg,36
3294,Mouse click,4-192068-A.ogg,34
3295,Cat,2-82274-B.ogg,6
3296,Mouse click,1-45645-A.ogg,34
3297,Airplane,1-24796-A.ogg,1
3298,Chainsaw,1-116765-A.ogg,7
3299,Church bells,2-59566-A.ogg,9
3300,Breathing,5-234335-A.ogg,2
3301,Car horn,2-100648-A.ogg,5
3302,Chainsaw,3-118972-B.ogg,7
3303,Coughing,3-151212-A.ogg,13
3304,Pig,5-103422-A.ogg,35
3305,Sea waves,5-219379-C.ogg,39
3306,Crying baby,3-152007-D.ogg,18
3307,Breathing,5-235593-A.ogg,2
3308,Water drops,4-212604-B.ogg,49
3309,Hand saw,2-184077-A.ogg,28
3310,Crying baby,4-167077-B.ogg,18
3311,Door knock,3-182023-A.ogg,21
3312,Dog,2-118072-A.ogg,19
3313,Pig,4-147240-B.ogg,35
3314,Crickets,3-155766-A.ogg,16
3315,Vacuum cleaner,2-122820-B.ogg,47
3316,Crackling fire,5-193473-A.ogg,15
3317,Water drops,1-12654-A.ogg,49
3318,Water drops,1-16746-A.ogg,49
3319,Rooster,4-164021-A.ogg,38
3320,Hand saw,1-23706-A.ogg,28
3321,Crow,1-96950-A.ogg,17
3322,Hand saw,1-46353-A.ogg,28
3323,Door knock,1-52290-A.ogg,21
3324,Water drops,3-166324-A.ogg,49
3325,Clock alarm,5-210612-A.ogg,11
3326,Wind,2-109371-D.ogg,50
3327,Cow,3-124376-B.ogg,14
3328,Crow,5-214869-A.ogg,17
3329,Can opening,4-179836-A.ogg,4
3330,Clock tick,2-141584-A.ogg,12
3331,Sea waves,1-28135-B.ogg,39
3332,Clock alarm,2-89516-A.ogg,11
3333,Siren,1-76831-C.ogg,41
3334,Sea waves,4-182613-A.ogg,39
3335,Crying baby,2-80482-A.ogg,18
3336,Car horn,2-42101-A.ogg,5
3337,Sea waves,4-167063-A.ogg,39
3338,Vacuum cleaner,5-212059-A.ogg,47
3339,Crickets,5-216216-A.ogg,16
3340,Sheep,2-196688-A.ogg,40
3341,Coughing,3-132601-A.ogg,13
3342,Mouse click,1-81851-A.ogg,34
3343,Airplane,5-251963-A.ogg,1
3344,Breathing,4-171706-A.ogg,2
3345,Crackling fire,1-7057-A.ogg,15
3346,Rain,1-54958-A.ogg,37
3347,Thunderstorm,3-123224-A.ogg,44
3348,Vacuum cleaner,4-181999-A.ogg,47
3349,Wind,5-157204-B.ogg,50
3350,Crying baby,2-107351-B.ogg,18
3351,Dog,1-32318-A.ogg,19
3352,Chirping birds,3-156581-B.ogg,8
3353,Water drops,4-188293-A.ogg,49
3354,Washing machine,2-102568-A.ogg,48
3355,Wind,1-47714-A.ogg,50
3356,Pouring water,3-149448-A.ogg,36
3357,Clock tick,5-212181-A.ogg,12
3358,Crickets,3-134802-A.ogg,16
3359,Door knock,4-188878-A.ogg,21
3360,Clock tick,3-171041-A.ogg,12
3361,Brushing teeth,3-126391-A.ogg,3
3362,Cat,5-259169-A.ogg,6
3363,Dog,3-157695-A.ogg,19
3364,Rain,5-203739-A.ogg,37
3365,Crying baby,3-152007-C.ogg,18
3366,Clapping,4-189836-A.ogg,10
3367,Toilet flush,5-156698-A.ogg,45
3368,Crackling fire,5-189237-A.ogg,15
3369,Insects (flying),2-81970-C.ogg,31
3370,Footsteps,2-209476-A.ogg,25
3371,Hen,3-188390-A.ogg,30
3372,Coughing,5-207681-A.ogg,13
3373,Rooster,3-134049-A.ogg,38
3374,Coughing,5-208761-A.ogg,13
3375,Train,3-159445-B.ogg,46
3376,Clock alarm,1-14262-A.ogg,11
3377,Coughing,5-211197-A.ogg,13
3378,Mouse click,5-232802-A.ogg,34
3379,Clock alarm,2-96063-A.ogg,11
3380,Coughing,5-178997-A.ogg,13
3381,Frog,3-102908-A.ogg,26
3382,Crow,1-75162-A.ogg,17
3383,Hand saw,3-102583-A.ogg,28
3384,Crackling fire,1-7057-A.ogg,15
3385,Train,1-88409-B.ogg,46
3386,Breathing,3-151206-A.ogg,2
3387,Washing machine,1-21896-A.ogg,48
3388,Sneezing,5-194533-A.ogg,42
3389,Mouse click,1-85123-A.ogg,34
3390,Door - wood creaks,5-181458-A.ogg,20
3391,Airplane,4-161100-A.ogg,1
3392,Crow,1-96950-B.ogg,17
3393,Sheep,2-110614-A.ogg,40
3394,Brushing teeth,1-61534-A.ogg,3
3395,Pig,1-208757-A.ogg,35
3396,Train,1-62509-A.ogg,46
3397,Sneezing,5-201274-A.ogg,42
3398,Keyboard typing,5-234923-A.ogg,32
3399,Door knock,3-154378-A.ogg,21
3400,Door - wood creaks,1-51805-F.ogg,20
3401,Cat,3-95698-A.ogg,6
3402,Pig,5-103418-A.ogg,35
3403,Hand saw,4-198360-B.ogg,28
3404,Sea waves,2-102852-A.ogg,39
3405,Pig,3-253081-A.ogg,35
3406,Washing machine,3-156391-A.ogg,48
3407,Wind,2-109371-A.ogg,50
3408,Drinking - sipping,2-92978-A.ogg,22
3409,Chainsaw,5-185579-B.ogg,7
3410,Hand saw,1-9887-B.ogg,28
3411,Siren,4-111671-A.ogg,41
3412,Engine,5-209992-A.ogg,23
3413,Dog,1-30226-A.ogg,19
3414,Sea waves,4-167063-B.ogg,39
3415,Clock alarm,3-120526-B.ogg,11
3416,Hand saw,3-208820-A.ogg,28
3417,Sea waves,2-132157-B.ogg,39
3418,Clock tick,5-208624-A.ogg,12
3419,Church bells,2-77347-A.ogg,9
3420,Brushing teeth,1-45641-A.ogg,3
3421,Car horn,1-26176-A.ogg,5
3422,Crackling fire,2-28314-A.ogg,15
3423,Cat,2-110011-A.ogg,6
3424,Brushing teeth,5-220939-A.ogg,3
3425,Keyboard typing,3-144106-A.ogg,32
3426,Footsteps,2-209474-A.ogg,25
3427,Breathing,5-260164-A.ogg,2
3428,Car horn,3-145577-A.ogg,5
3429,Rain,1-54958-A.ogg,37
3430,Train,4-168446-A.ogg,46
3431,Footsteps,3-103599-A.ogg,25
3432,Helicopter,1-181071-B.ogg,29
3433,Door - wood creaks,5-173568-A.ogg,20
3434,Sneezing,4-167642-A.ogg,42
3435,Car horn,1-19026-A.ogg,5
3436,Wind,5-157204-B.ogg,50
3437,Can opening,5-244933-A.ogg,4
3438,Cat,4-149940-A.ogg,6
3439,Coughing,2-87794-A.ogg,13
3440,Crickets,1-65483-A.ogg,16
3441,Drinking - sipping,1-32579-A.ogg,22
3442,Glass breaking,2-173559-A.ogg,27
3443,Sneezing,3-144692-A.ogg,42
3444,Rooster,3-107219-A.ogg,38
3445,Chirping birds,1-54918-A.ogg,8
3446,Helicopter,5-220955-A.ogg,29
3447,Door - wood creaks,3-103401-B.ogg,20
3448,Chainsaw,4-169127-A.ogg,7
3449,Church bells,3-111102-B.ogg,9
3450,Crickets,2-125821-A.ogg,16
3451,Clock alarm,3-131943-A.ogg,11
3452,Footsteps,2-209474-A.ogg,25
3453,Church bells,5-204741-A.ogg,9
3454,Crackling fire,2-30322-B.ogg,15
3455,Brushing teeth,4-172500-B.ogg,3
3456,Sneezing,3-141684-A.ogg,42
3457,Coughing,2-87412-A.ogg,13
3458,Rain,5-194892-A.ogg,37
3459,Breathing,5-233260-A.ogg,2
3460,Snoring,5-233312-A.ogg,43
3461,Crackling fire,3-158476-A.ogg,15
3462,Washing machine,5-207811-A.ogg,48
3463,Footsteps,1-51147-A.ogg,25
3464,Crying baby,2-50665-A.ogg,18
3465,Coughing,3-132601-A.ogg,13
3466,Frog,1-18755-B.ogg,26
3467,Rooster,1-26806-A.ogg,38
3468,Sneezing,1-47274-A.ogg,42
3469,Frog,5-156026-D.ogg,26
3470,Chirping birds,1-46040-A.ogg,8
3471,Glass breaking,4-204123-A.ogg,27
3472,Dog,2-122104-A.ogg,19
3473,Sea waves,2-102852-A.ogg,39
3474,Airplane,2-74361-A.ogg,1
3475,Rain,5-198321-A.ogg,37
3476,Frog,4-99644-A.ogg,26
3477,Washing machine,3-156393-A.ogg,48
3478,Door knock,2-120218-A.ogg,21
3479,Keyboard typing,1-94231-A.ogg,32
3480,Helicopter,1-172649-E.ogg,29
3481,Sea waves,3-164120-A.ogg,39
3482,Laughing,5-244526-A.ogg,33
3483,Pouring water,4-186693-A.ogg,36
3484,Helicopter,2-37806-B.ogg,29
3485,Dog,4-192236-A.ogg,19
3486,Vacuum cleaner,3-152020-A.ogg,47
3487,Mouse click,1-45645-A.ogg,34
3488,Laughing,2-60791-A.ogg,33
3489,Clapping,2-25293-A.ogg,10
3490,Breathing,4-210000-B.ogg,2
3491,Car horn,1-24076-A.ogg,5
3492,Door - wood creaks,4-160036-B.ogg,20
3493,Insects (flying),3-110913-B.ogg,31
3494,Crow,4-173865-A.ogg,17
3495,Pig,4-250869-C.ogg,35
3496,Glass breaking,4-204777-A.ogg,27
3497,Brushing teeth,3-112522-A.ogg,3
3498,Clock tick,5-235671-A.ogg,12
3499,Washing machine,3-156391-A.ogg,48
3500,Sheep,2-119161-A.ogg,40
3501,Chirping birds,2-108760-B.ogg,8
3502,Can opening,1-43764-A.ogg,4
3503,Rain,1-29561-A.ogg,37
3504,Hand saw,3-102583-B.ogg,28
3505,Crying baby,5-198411-F.ogg,18
3506,Sheep,3-197408-A.ogg,40
3507,Cat,5-172639-A.ogg,6
3508,Drinking - sipping,1-17295-A.ogg,22
3509,Door - wood creaks,2-7321-A.ogg,20
3510,Crickets,1-9841-A.ogg,16
3511,Fireworks,5-160614-G.ogg,24
3512,Chirping birds,5-242491-A.ogg,8
3513,Chirping birds,3-155577-A.ogg,8
3514,Chirping birds,2-108760-A.ogg,8
3515,Breathing,4-210000-A.ogg,2
3516,Glass breaking,1-977-A.ogg,27
3517,Dog,4-183992-A.ogg,19
3518,Breathing,3-144128-B.ogg,2
3519,Vacuum cleaner,1-79236-A.ogg,47
3520,Door - wood creaks,3-103401-D.ogg,20
3521,Clock tick,3-143933-A.ogg,12
3522,Sea waves,5-200461-B.ogg,39
3523,Drinking - sipping,2-122763-B.ogg,22
3524,Chirping birds,5-243449-A.ogg,8
3525,Car horn,3-153057-A.ogg,5
3526,Sheep,2-119161-B.ogg,40
3527,Laughing,3-132747-A.ogg,33
3528,Siren,1-31482-A.ogg,41
3529,Water drops,2-139748-A.ogg,49
3530,Siren,1-76831-B.ogg,41
3531,Sneezing,2-118104-A.ogg,42
3532,Crying baby,1-187207-A.ogg,18
3533,Crackling fire,3-104958-A.ogg,15
3534,Glass breaking,2-112213-B.ogg,27
3535,Coughing,2-87799-A.ogg,13
3536,Mouse click,1-81851-A.ogg,34
3537,Water drops,4-174797-A.ogg,49
3538,Fireworks,2-117616-A.ogg,24
3539,Rain,5-181766-A.ogg,37
3540,Insects (flying),4-133895-A.ogg,31
3541,Cat,4-149940-A.ogg,6
3542,Clock tick,1-48413-A.ogg,12
3543,Rain,4-163264-A.ogg,37
3544,Crow,5-213836-B.ogg,17
3545,Chirping birds,3-156581-B.ogg,8
3546,Brushing teeth,5-147297-A.ogg,3
3547,Vacuum cleaner,4-194680-A.ogg,47
3548,Insects (flying),2-82077-A.ogg,31
3549,Engine,4-186935-A.ogg,23
3550,Train,4-165791-A.ogg,46
3551,Clock alarm,1-34853-A.ogg,11
3552,Keyboard typing,2-109316-A.ogg,32
3553,Church bells,4-125825-B.ogg,9
3554,Crickets,3-129678-A.ogg,16
3555,Snoring,5-234145-A.ogg,43
3556,Sneezing,1-47274-A.ogg,42
3557,Glass breaking,3-203373-A.ogg,27
3558,Rooster,4-183487-A.ogg,38
3559,Sneezing,3-144692-A.ogg,42
3560,Laughing,2-79769-A.ogg,33
3561,Washing machine,5-223810-A.ogg,48
3562,Vacuum cleaner,3-159347-B.ogg,47
3563,Crickets,3-162786-A.ogg,16
3564,Clapping,4-189832-B.ogg,10
3565,Sneezing,5-220026-A.ogg,42
3566,Glass breaking,1-84704-A.ogg,27
3567,Crickets,1-59102-A.ogg,16
3568,Dog,2-118964-A.ogg,19
3569,Rain,4-181286-A.ogg,37
3570,Mouse click,4-210309-A.ogg,34
3571,Fireworks,2-117615-A.ogg,24
3572,Keyboard typing,2-109316-A.ogg,32
3573,Thunderstorm,1-101296-A.ogg,44
3574,Hen,3-178096-A.ogg,30
3575,Clock tick,2-135728-A.ogg,12
3576,Thunderstorm,3-103051-B.ogg,44
3577,Wind,1-51036-A.ogg,50
3578,Door knock,3-151089-A.ogg,21
3579,Fireworks,2-117615-A.ogg,24
3580,Airplane,2-96654-A.ogg,1
3581,Water drops,3-160119-A.ogg,49
3582,Snoring,4-197454-A.ogg,43
3583,Crickets,2-96033-A.ogg,16
3584,Crickets,4-181362-A.ogg,16
3585,Cat,4-149940-B.ogg,6
3586,Cat,4-149940-B.ogg,6
3587,Sneezing,4-156843-A.ogg,42
3588,Crying baby,3-151081-A.ogg,18
3589,Cow,3-126358-B.ogg,14
3590,Crying baby,1-211527-B.ogg,18
3591,Breathing,4-210000-A.ogg,2
3592,Sheep,4-196671-B.ogg,40
3593,Vacuum cleaner,2-141682-A.ogg,47
3594,Clock alarm,5-210612-A.ogg,11
3595,Glass breaking,1-977-A.ogg,27
3596,Rooster,3-163288-A.ogg,38
3597,Keyboard typing,5-215005-A.ogg,32
3598,Cat,5-169983-A.ogg,6
3599,Crickets,1-59102-A.ogg,16
3600,Water drops,3-166326-A.ogg,49
3601,Toilet flush,2-64332-A.ogg,45
3602,Crying baby,1-211527-C.ogg,18
3603,Pig,2-158746-C.ogg,35
3604,Crickets,4-171823-A.ogg,16
3605,Footsteps,2-209473-A.ogg,25
3606,Wind,1-51035-A.ogg,50
3607,Chirping birds,4-223125-A.ogg,8
3608,Cow,5-194899-A.ogg,14
3609,Toilet flush,4-126532-A.ogg,45
3610,Car horn,2-54086-A.ogg,5
3611,Footsteps,3-94344-A.ogg,25
3612,Toilet flush,1-53670-A.ogg,45
3613,Glass breaking,4-204777-C.ogg,27
3614,Footsteps,4-198962-B.ogg,25
3615,Drinking - sipping,1-87565-A.ogg,22
3616,Airplane,4-255371-A.ogg,1
3617,Clock tick,5-201194-A.ogg,12
3618,Sea waves,5-208810-A.ogg,39
3619,Can opening,1-68734-A.ogg,4
3620,Wind,2-109371-C.ogg,50
3621,Crickets,1-57318-A.ogg,16
3622,Frog,4-99644-A.ogg,26
3623,Crow,3-127890-B.ogg,17
3624,Washing machine,1-23996-A.ogg,48
3625,Vacuum cleaner,2-106072-A.ogg,47
3626,Rain,4-166661-A.ogg,37
3627,Cow,2-103426-A.ogg,14
3628,Rain,2-101676-A.ogg,37
3629,Crying baby,2-50666-A.ogg,18
3630,Crackling fire,4-170247-A.ogg,15
3631,Chainsaw,1-64398-A.ogg,7
3632,Brushing teeth,2-73544-A.ogg,3
3633,Crying baby,4-167077-A.ogg,18
3634,Mouse click,2-152895-A.ogg,34
3635,Rain,2-82367-A.ogg,37
3636,Car horn,2-128465-A.ogg,5
3637,Crying baby,1-60997-B.ogg,18
3638,Frog,3-70962-C.ogg,26
3639,Door knock,1-82817-A.ogg,21
3640,Siren,1-76831-E.ogg,41
3641,Helicopter,4-125929-A.ogg,29
3642,Crickets,5-215172-A.ogg,16
3643,Fireworks,4-119647-B.ogg,24
3644,Sheep,2-119161-C.ogg,40
3645,Glass breaking,5-221528-A.ogg,27
3646,Chirping birds,4-187769-B.ogg,8
3647,Door - wood creaks,4-107120-A.ogg,20
3648,Sneezing,3-142605-A.ogg,42
3649,Church bells,3-87936-B.ogg,9
3650,Rooster,2-95258-B.ogg,38
3651,Water drops,4-197871-A.ogg,49
3652,Thunderstorm,3-103051-C.ogg,44
3653,Cat,1-79113-A.ogg,6
3654,Insects (flying),2-99955-B.ogg,31
3655,Glass breaking,2-173607-A.ogg,27
3656,Rain,5-203739-A.ogg,37
3657,Dog,5-231762-A.ogg,19
3658,Sneezing,5-187979-A.ogg,42
3659,Airplane,1-43807-C.ogg,1
3660,Engine,3-115382-A.ogg,23
3661,Frog,1-31836-A.ogg,26
3662,Fireworks,4-119648-A.ogg,24
3663,Train,5-199284-B.ogg,46
3664,Hen,5-244315-B.ogg,30
3665,Wind,3-117504-B.ogg,50
3666,Insects (flying),1-75189-A.ogg,31
3667,Water drops,3-160119-A.ogg,49
3668,Frog,2-52085-A.ogg,26
3669,Sneezing,4-185415-A.ogg,42
3670,Glass breaking,3-203377-A.ogg,27
3671,Laughing,1-33658-A.ogg,33
3672,Chainsaw,2-68391-B.ogg,7
3673,Crow,4-145081-A.ogg,17
3674,Vacuum cleaner,1-60460-A.ogg,47
3675,Water drops,5-257349-A.ogg,49
3676,Drinking - sipping,3-144253-A.ogg,22
3677,Door knock,3-154378-A.ogg,21
3678,Train,1-88409-A.ogg,46
3679,Crackling fire,4-164661-A.ogg,15
3680,Fireworks,5-160614-H.ogg,24
3681,Engine,2-106014-A.ogg,23
3682,Clock alarm,2-78562-A.ogg,11
3683,Drinking - sipping,1-37226-A.ogg,22
3684,Hand saw,1-18810-A.ogg,28
3685,Hen,2-120587-A.ogg,30
3686,Sea waves,2-124662-A.ogg,39
3687,Frog,2-52085-A.ogg,26
3688,Clock alarm,5-219242-A.ogg,11
3689,Church bells,2-77346-A.ogg,9
3690,Brushing teeth,2-86160-A.ogg,3
3691,Crickets,2-106019-A.ogg,16
3692,Mouse click,5-223103-A.ogg,34
3693,Crackling fire,3-104632-A.ogg,15
3694,Crickets,1-57318-A.ogg,16
3695,Cat,4-161303-A.ogg,6
3696,Engine,4-186940-A.ogg,23
3697,Cow,4-213915-B.ogg,14
3698,Thunderstorm,2-39443-B.ogg,44
3699,Cow,1-69422-A.ogg,14
3700,Clock alarm,5-219242-B.ogg,11
3701,Mouse click,2-152964-A.ogg,34
3702,Clock tick,4-181035-A.ogg,12
3703,Car horn,2-144137-A.ogg,5
3704,Water drops,5-241846-A.ogg,49
3705,Crying baby,5-198411-B.ogg,18
3706,Crickets,5-204352-A.ogg,16
3707,Hand saw,2-84693-A.ogg,28
3708,Washing machine,5-141683-A.ogg,48
3709,Pouring water,2-102414-B.ogg,36
3710,Frog,5-156026-A.ogg,26
3711,Insects (flying),2-99955-B.ogg,31
3712,Drinking - sipping,1-79146-A.ogg,22
3713,Chainsaw,5-171653-A.ogg,7
3714,Toilet flush,4-123680-A.ogg,45
3715,Chirping birds,4-182795-A.ogg,8
3716,Crackling fire,4-181563-A.ogg,15
3717,Insects (flying),1-75189-A.ogg,31
3718,Laughing,4-132810-A.ogg,33
3719,Crying baby,2-50666-A.ogg,18
3720,Vacuum cleaner,2-122820-B.ogg,47
3721,Crickets,3-162786-A.ogg,16
3722,Car horn,5-179868-A.ogg,5
3723,Cat,5-214759-A.ogg,6
3724,Can opening,1-69165-A.ogg,4
3725,Train,1-64473-A.ogg,46
3726,Clock tick,5-235671-A.ogg,12
3727,Snoring,4-183882-A.ogg,43
3728,Train,5-197121-B.ogg,46
3729,Airplane,4-161105-B.ogg,1
3730,Crackling fire,5-193473-B.ogg,15
3731,Brushing teeth,1-58923-A.ogg,3
3732,Crackling fire,3-157187-A.ogg,15
3733,Siren,1-54084-A.ogg,41
3734,Mouse click,2-152964-A.ogg,34
3735,Pouring water,1-50625-A.ogg,36
3736,Clock tick,3-143933-A.ogg,12
3737,Hen,2-76868-A.ogg,30
3738,Cow,2-117795-A.ogg,14
3739,Hand saw,1-9886-A.ogg,28
3740,Frog,3-71964-B.ogg,26
3741,Door - wood creaks,4-128659-A.ogg,20
3742,Keyboard typing,4-172742-A.ogg,32
3743,Frog,2-52085-B.ogg,26
3744,Chirping birds,2-72547-A.ogg,8
3745,Glass breaking,3-203375-A.ogg,27
3746,Mouse click,1-118206-A.ogg,34
3747,Frog,3-102908-A.ogg,26
3748,Rain,2-73260-A.ogg,37
3749,Cow,4-181955-A.ogg,14
3750,Mouse click,2-138257-A.ogg,34
3751,Coughing,3-149042-A.ogg,13
3752,Crackling fire,5-213802-A.ogg,15
3753,Can opening,2-87282-A.ogg,4
3754,Mouse click,1-97793-A.ogg,34
3755,Clapping,5-221568-A.ogg,10
3756,Glass breaking,5-233605-A.ogg,27
3757,Dog,5-217158-A.ogg,19
3758,Crackling fire,3-104632-A.ogg,15
3759,Can opening,2-83667-A.ogg,4
3760,Fireworks,3-119120-B.ogg,24
3761,Airplane,5-251962-A.ogg,1
3762,Siren,5-117122-A.ogg,41
3763,Hen,3-178096-A.ogg,30
3764,Laughing,4-155670-A.ogg,33
3765,Mouse click,3-155556-A.ogg,34
3766,Can opening,3-166546-A.ogg,4
3767,Snoring,2-52001-B.ogg,43
3768,Train,1-88409-A.ogg,46
3769,Sea waves,4-167063-A.ogg,39
3770,Washing machine,5-207811-B.ogg,48
3771,Door - wood creaks,3-94355-A.ogg,20
3772,Vacuum cleaner,2-141682-B.ogg,47
3773,Door - wood creaks,1-51805-B.ogg,20
3774,Church bells,1-48298-A.ogg,9
3775,Coughing,1-58792-A.ogg,13
3776,Helicopter,5-177957-B.ogg,29
3777,Can opening,3-148932-A.ogg,4
3778,Hand saw,1-7974-A.ogg,28
3779,Footsteps,1-155858-C.ogg,25
3780,Siren,5-150409-A.ogg,41
3781,Vacuum cleaner,4-181999-A.ogg,47
3782,Pouring water,2-102414-D.ogg,36
3783,Glass breaking,4-204777-A.ogg,27
3784,Engine,5-235507-A.ogg,23
3785,Laughing,5-253534-A.ogg,33
3786,Keyboard typing,5-205090-A.ogg,32
3787,Hen,3-171281-A.ogg,30
3788,Cat,5-172639-A.ogg,6
3789,Cat,5-172299-A.ogg,6
3790,Footsteps,2-209474-A.ogg,25
3791,Siren,3-51376-A.ogg,41
3792,Glass breaking,5-233607-A.ogg,27
3793,Toilet flush,4-126532-A.ogg,45
3794,Brushing teeth,3-118069-A.ogg,3
3795,Crying baby,2-66637-A.ogg,18
3796,Mouse click,3-185313-A.ogg,34
3797,Wind,4-144083-B.ogg,50
3798,Insects (flying),5-198278-C.ogg,31
3799,Hen,5-263831-A.ogg,30
3800,Mouse click,3-155556-A.ogg,34
3801,Chainsaw,2-50668-B.ogg,7
3802,Train,2-122066-A.ogg,46
3803,Coughing,3-149042-A.ogg,13
3804,Frog,2-32515-D.ogg,26
3805,Engine,1-50661-A.ogg,23
3806,Breathing,2-82455-A.ogg,2
3807,Crickets,2-125821-A.ogg,16
3808,Clock alarm,3-120526-B.ogg,11
3809,Door - wood creaks,3-118194-A.ogg,20
3810,Train,2-135649-C.ogg,46
3811,Crackling fire,2-65747-A.ogg,15
3812,Rooster,1-39923-A.ogg,38
3813,Car horn,1-26177-A.ogg,5
3814,Helicopter,4-175000-B.ogg,29
3815,Breathing,2-82455-A.ogg,2
3816,Sneezing,3-142605-A.ogg,42
3817,Mouse click,3-167096-A.ogg,34
3818,Footsteps,2-209472-A.ogg,25
3819,Drinking - sipping,3-144253-A.ogg,22
3820,Glass breaking,1-85168-A.ogg,27
3821,Washing machine,5-207811-B.ogg,48
3822,Vacuum cleaner,4-172736-B.ogg,47
3823,Train,2-122066-A.ogg,46
3824,Clock tick,5-209698-A.ogg,12
3825,Cat,4-120160-A.ogg,6
3826,Keyboard typing,3-153444-A.ogg,32
3827,Pouring water,1-61221-A.ogg,36
3828,Cow,2-117795-B.ogg,14
3829,Insects (flying),2-81970-A.ogg,31
3830,Helicopter,2-188822-A.ogg,29
3831,Chirping birds,4-159609-A.ogg,8
3832,Door knock,1-52290-A.ogg,21
3833,Airplane,2-105270-A.ogg,1
3834,Fireworks,2-117617-A.ogg,24
3835,Dog,3-144028-A.ogg,19
3836,Frog,4-130584-A.ogg,26
3837,Thunderstorm,2-104105-B.ogg,44
3838,Engine,1-22882-A.ogg,23
3839,Rooster,4-164064-A.ogg,38
3840,Hand saw,1-7974-B.ogg,28
3841,Dog,5-231762-A.ogg,19
3842,Engine,1-50454-A.ogg,23
3843,Drinking - sipping,4-194808-A.ogg,22
3844,Hen,5-263831-B.ogg,30
3845,Clapping,4-189833-A.ogg,10
3846,Helicopter,1-172649-C.ogg,29
3847,Clock alarm,4-169508-A.ogg,11
3848,Door - wood creaks,2-70344-A.ogg,20
3849,Laughing,1-73123-A.ogg,33
3850,Church bells,1-56907-A.ogg,9
3851,Crying baby,3-151080-A.ogg,18
3852,Chainsaw,4-149294-B.ogg,7
3853,Frog,4-154793-A.ogg,26
3854,Washing machine,2-51173-A.ogg,48
3855,Sheep,4-188703-A.ogg,40
3856,Helicopter,2-188822-C.ogg,29
3857,Pouring water,1-67152-A.ogg,36
3858,Crackling fire,2-65747-A.ogg,15
3859,Engine,2-106015-A.ogg,23
3860,Toilet flush,4-141365-A.ogg,45
3861,Clapping,4-205738-A.ogg,10
3862,Thunderstorm,1-24524-C.ogg,44
3863,Door - wood creaks,4-160036-A.ogg,20
3864,Water drops,2-68595-B.ogg,49
3865,Coughing,5-251489-A.ogg,13
3866,Cow,3-126358-A.ogg,14
3867,Wind,5-217186-C.ogg,50
3868,Train,1-88409-B.ogg,46
3869,Glass breaking,3-216280-A.ogg,27
3870,Wind,3-246513-A.ogg,50
3871,Chirping birds,4-223127-A.ogg,8
3872,Sheep,4-196672-A.ogg,40
3873,Clock tick,3-171041-A.ogg,12
3874,Hand saw,5-253101-C.ogg,28
3875,Keyboard typing,4-185613-A.ogg,32
3876,Clock alarm,2-78562-A.ogg,11
3877,Rooster,4-208021-A.ogg,38
3878,Frog,1-18757-A.ogg,26
3879,Washing machine,4-218199-D.ogg,48
3880,Door knock,4-188878-A.ogg,21
3881,Frog,4-99193-A.ogg,26
3882,Rain,1-63871-A.ogg,37
3883,Siren,1-76831-E.ogg,41
3884,Thunderstorm,5-156999-D.ogg,44
3885,Pouring water,4-186693-A.ogg,36
3886,Sneezing,2-118104-A.ogg,42
3887,Clock alarm,3-117883-A.ogg,11
3888,Sea waves,1-91359-B.ogg,39
3889,Car horn,2-100648-A.ogg,5
3890,Crow,2-109231-C.ogg,17
3891,Rain,4-180380-A.ogg,37
3892,Fireworks,1-25777-A.ogg,24
3893,Crying baby,1-22694-B.ogg,18
3894,Sneezing,1-81883-A.ogg,42
3895,Dog,4-192236-A.ogg,19
3896,Car horn,1-19026-A.ogg,5
3897,Keyboard typing,1-84393-A.ogg,32
3898,Clapping,1-115920-B.ogg,10
3899,Dog,1-59513-A.ogg,19
3900,Clock alarm,1-74517-A.ogg,11
3901,Hand saw,1-9887-A.ogg,28
3902,Can opening,4-215635-A.ogg,4
3903,Rain,2-72970-A.ogg,37
3904,Glass breaking,4-204121-A.ogg,27
3905,Dog,4-184575-A.ogg,19
3906,Cat,4-133047-A.ogg,6
3907,Frog,4-99193-A.ogg,26
3908,Helicopter,3-150979-B.ogg,29
3909,Breathing,5-232816-A.ogg,2
3910,Engine,4-186938-A.ogg,23
3911,Sneezing,2-119102-A.ogg,42
3912,Car horn,5-179865-A.ogg,5
3913,Church bells,4-140034-A.ogg,9
